,PDB ID,Antigen Name,Organism,PDB Name,All PDB ID,Length,Set,Sample weight
2100,5ezo_A,uncharacterized protein,plasmodium falciparum (isolate 3d7),crystal structure of pfcyrpa in complex with an invasion-inhibitory antibody fab.,5ezo_A,321,Fold 3,0.5
2101,7k5x_BCD,histone h2a type 1-b/e | histone h4 | histone h2b type 1-j,homo sapiens | homo sapiens | homo sapiens,cryo-em structure of a chromatosome containing human linker histone h1.0,7k5x_BCD,287,Fold 3,0.1111111111111111
2102,5f96_G,clade a/e 93th057 hiv-1 gp120 core,human immunodeficiency virus 1,crystal structure of broadly neutralizing vh1-46 germline-derived cd4- binding site-directed antibody ch235.12 in complex with hiv-1 clade a/e 93th057 gp120,5f96_G,339,Fold 3,0.0009765625
2103,2ltq_A,disulfide bond formation protein b,escherichia coli,high resolution structure of dsbb c41s by joint calculation with solid-state nmr and x-ray data,2ltq_A,148,Fold 3,0.045454545454545456
2104,5kzc_C,engineered outer domain of gp120,homo sapiens,crystal structure of an hiv-1 gp120 engineered outer domain with a man9 glycan at position n276  in complex with broadly neutralizing antibody vrc01,5kzc_C,170,Fold 3,0.08333333333333333
2105,6pxh_B,mers-cov s1-ntd,middle east respiratory syndrome-relatedcoronavirus ,crystal structure of mers-cov s1-ntd bound with g2 fab,6pxh_B,341,Fold 3,0.25
2106,6u0l_A,envelope glycoprotein gp160,human immunodeficiency virus 1,asymmetrically open conformational state (class i) of hiv-1 env trimer bg505 sosip.664 in complex with scd4 and e51 fab,6u0l_A,365,Fold 3,0.004807692307692308
2107,5nhr_C,activin receptor type-2b,homo sapiens,crystal structure of the activin receptor type-2b ligand binding domain in complex with bimagrumab fv  cubic crystal form,5nhr_C,90,Fold 3,0.3333333333333333
2108,6u0l_C,envelope glycoprotein gp160,human immunodeficiency virus 1,asymmetrically open conformational state (class i) of hiv-1 env trimer bg505 sosip.664 in complex with scd4 and e51 fab,6u0l_C,365,Fold 3,0.004807692307692308
2109,6mft_G,gp120,homo sapiens,crystal structure of glycosylated 426c hiv-1 gp120 core g459c in complex with glvrc01 a60c heavy chain,6mft_G,336,Fold 3,0.004464285714285714
2110,4kjp_A,h(+)/cl(-) exchange transporter clca,escherichia coli,structure of the clc-ec1 deltanc construct in the absence of halide,4kjp_A,443,Fold 3,0.0021645021645021645
2111,3whe_G,hemagglutinin,influenza a virus,a new conserved neutralizing epitope at the globular head of hemagglutinin in h3n2 influenza viruses,3whe_G,493,Fold 3,0.0016025641025641025
2112,6oao_C,duffy binding surface protein region ii,plasmodium vivax,structure of dbp in complex with human neutralizing antibody 092096,6oao_C,288,Fold 3,0.125
2113,6b0s_C,circumsporozoite protein,plasmodium falciparum,crystal structure of circumsporozoite protein atsr domain in complex with 1710 antibody,6b0s_C,65,Fold 3,1.0
2114,6iea_A,nsmgngc,rift valley fever virus,structure of rvfv gn and human monoclonal antibody r13,6iea_A,300,Fold 3,0.2
2115,4yc2_A,the stabilized inner domain of clade a/e hiv-1 gp120 frome. coli ,human immunodeficiency virus 1,crystal structure of the stabilized inner domain of clade a/e hiv-1 gp120 from e. coli in complex with the antibody a32.,4yc2_A,131,Fold 3,0.125
2116,3ehb_B,cytochrome c oxidase subunit 2,paracoccus denitrificans,a d-pathway mutation decouples the paracoccus denitrificans cytochrome c oxidase by altering the side chain orientation of a distant  conserved glutamate,3ehb_B,253,Fold 3,0.25
2117,2ltq_D,disulfide bond formation protein b,escherichia coli,high resolution structure of dsbb c41s by joint calculation with solid-state nmr and x-ray data,2ltq_D,148,Fold 3,0.045454545454545456
2118,1i9r_A,cd40 ligand,homo sapiens,structure of cd40l in complex with the fab fragment of humanized 5c8 antibody,1i9r_A,143,Fold 3,0.3333333333333333
2119,7kqh_A,hemagglutinin,influenza b virus,antibodies that engage the hemagglutinin receptor-binding site of influenza b viruses,7kqh_A,237,Fold 3,0.0625
2120,6tys_E,fusion glycoprotein f0,nipah virus,a potent cross-neutralizing antibody targeting the fusion glycoprotein inhibits nipah virus and hendra virus infection,6tys_E,447,Fold 3,0.16666666666666666
2121,5f3h_J,growth/differentiation factor 8,homo sapiens,structure of myostatin in complex with humanized rk35 antibody,5f3h_J,104,Fold 3,0.1111111111111111
2122,2vir_C,hemagglutinin,influenza a virus (a/x-31(h3n2)),influenza virus hemagglutinin complexed with a neutralizing antibody,2vir_C,267,Fold 3,0.019230769230769232
2123,2ht4_B,h(+)/cl(-) exchange transporter clca,escherichia coli,structure of the escherichia coli clc chloride channel y445w mutant and fab complex,2ht4_B,441,Fold 3,0.023809523809523808
2124,5if0_G,germline-targeting hiv-1 gp120 engineered outer domain eod-gt8 ,homo sapiens,crystal structure of vrc01c-hugl2 fab from an hiv-1 naive donor in complex with with a germline-targeting gp120 engineered outer domain eod-gt8 at 2.44 a,5if0_G,169,Fold 3,0.05555555555555555
2125,6oao_K,duffy binding surface protein region ii,plasmodium vivax,structure of dbp in complex with human neutralizing antibody 092096,6oao_K,285,Fold 3,0.03125
2126,1rvf_13,human rhinovirus 14 coat protein | human rhinovirus 14 coat protein,human rhinovirus 14 | human rhinovirus 14,fab complexed with intact human rhinovirus,1rvf_13,509,Fold 3,1.0
2127,1qle_B,cytochrome c oxidase polypeptide ii,paracoccus denitrificans,cryo-structure of the paracoccus denitrificans four-subunit cytochrome c oxidase in the completely oxidized state complexed with an antibody fv fragment,1qle_B,252,Fold 3,0.25
2128,6bf9_A,insulin-degrading enzyme,homo sapiens,cryo-em structure of human insulin degrading enzyme in complex with fab h11-e heavy chain  fab h11-e light chain,6bf9_A,948,Fold 3,0.018518518518518517
2129,4fp8_A,hemagglutinin ha1 chain,influenza a virus,crystal structure of broadly neutralizing antibody c05 bound to h3 influenza hemagglutinin  ha1 subunit,4fp8_A,267,Fold 3,0.0008741258741258742
2130,1otu_A,voltage-gated clc-type chloride channel eric,escherichia coli,structure of the escherichia coli clc chloride channel e148q mutant and fab complex,1otu_A,444,Fold 3,0.005952380952380952
2131,2zuq_D,disulfide bond formation protein b,escherichia coli,crystal structure of dsbb-fab complex,2zuq_D,148,Fold 3,0.045454545454545456
2132,4yxl_A,major prion protein,mesocricetus auratus,crystal structure of syrian hamster prion protein complexed with pom1 fab,4yxl_A,103,Fold 3,0.25
2133,5ngv_A,activin receptor type-2b,homo sapiens,crystal structure of the activin receptor type-2b ligand binding domain in complex with bimagrumab fv  orthorhombic crystal form,5ngv_A,93,Fold 3,0.3333333333333333
2134,5wb9_G,clade a/e 93th057 hiv-1 gp120 core,human immunodeficiency virus 1,crystal structure of cd4 binding site antibody n60p23 in complex with hiv-1 clade a/e strain 93th057 gp120 core,5wb9_G,340,Fold 3,0.0009765625
2135,4ybl_G,stabilized inner domain of clade a/e gp120,human immunodeficiency virus 1,crystal structure of the stabilized inner domain of clade a/e hiv-1 gp120 in complex with the adcc mediating anti-hiv-1 antibody a32,4ybl_G,126,Fold 3,0.125
2136,3fmg_A,glycoprotein vp7,simian rotavirus,structure of rotavirus outer capsid protein vp7 trimer in complex with a neutralizing fab,3fmg_A,235,Fold 3,1.0
2137,6ion_A,ly6/plaur domain-containing protein 3,homo sapiens,the complex of c4.4a with its antibody 11h10 fab fragment,6ion_A,185,Fold 3,1.0
2138,6nb4_A,spike glycoprotein,middle east respiratory syndrome coronavirus,mers-cov s complex with human neutralizing lca60 antibody fab fragment (state 2),6nb4_A,1169,Fold 3,0.08333333333333333
2139,6iek_D,nsmgngc,rift valley fever virus,structure of rvfv gn and human monoclonal antibody r12,6iek_D,301,Fold 3,0.1
2140,3l95_X,neurogenic locus notch homolog protein 1,homo sapiens,crystal structure of the human notch1 negative regulatory region (nrr) bound to the fab fragment of an antagonist antibody,3l95_X,230,Fold 3,0.5
2141,1yyl_G,exterior membrane glycoprotein(gp120),human immunodeficiency virus 1,crystal structure of cd4m33  a scorpion-toxin mimic of cd4  in complex with hiv-1 yu2 gp120 envelope glycoprotein and anti-hiv-1 antibody 17b,1yyl_G,301,Fold 3,0.003125
2142,4kjw_B,h(+)/cl(-) exchange transporter clca,escherichia coli,structure of the clc-ec1 deltanc construct in 100mm fluoride and 20mm bromide,4kjw_B,441,Fold 3,0.0021645021645021645
2143,2ht2_B,h(+)/cl(-) exchange transporter clca,escherichia coli,structure of the escherichia coli clc chloride channel y445h mutant and fab complex,2ht2_B,441,Fold 3,0.023809523809523808
2144,5wob_H,insulin,homo sapiens,crystal structure analysis of fab1-bound human insulin degrading enzyme (ide) in complex with insulin,5wob_H,936,Fold 3,0.018518518518518517
2145,3u2s_G,envelope glycoprotein gp120,human immunodeficiency virus 1,crystal structure of pg9 fab in complex with v1v2 region from hiv-1 strain zm109,3u2s_G,90,Fold 3,0.3333333333333333
2146,6iec_E,nsmgngc,rift valley fever virus,structure of rvfv gn and human monoclonal antibody r17,6iec_E,301,Fold 3,0.05
2147,4lsr_G,envelope glycoprotein gp120 with loop d and v5 from strainker_2018_11 ,human immunodeficiency virus 1,crystal structure of broadly and potently neutralizing antibody vrc- ch31 in complex with hiv-1 clade a/e stran 93th057 gp120 with loop d and loop v5 from clade a strain ker_2018_11,4lsr_G,345,Fold 3,0.0009765625
2148,6osh_K,tyrosine-protein kinase transmembrane receptor ror2,homo sapiens,potent and selective antitumor antibody targeting a membrane-proximal epitope of ror2,6osh_K,81,Fold 3,0.5
2149,4jb9_G,clade a/e 93th057 hiv-1 gp120 core,human immunodeficiency virus 1,crystal structure of antibody vrc06 in complex with hiv-1 gp120 core,4jb9_G,344,Fold 3,0.0003255208333333333
2150,1tqb_A,prion protein,ovis aries,ovine recombinant prp(114-234)  vrq variant in complex with the fab of the vrq14 antibody,1tqb_A,102,Fold 3,0.04166666666666666
2151,2ltq_A,disulfide bond formation protein b,escherichia coli,high resolution structure of dsbb c41s by joint calculation with solid-state nmr and x-ray data,2ltq_A,148,Fold 3,0.045454545454545456
2152,5w9n_A,mers s,middle east respiratory syndrome-relatedcoronavirus ,mers s ectodomain trimer in complex with variable domain of neutralizing antibody g4,5w9n_A,463,Fold 3,0.010416666666666666
2153,2fec_A,h(+)/cl(-) exchange transporter clca,escherichia coli,structure of the e203q mutant of the cl-/h+ exchanger clc- ec1 from e.coli,2fec_A,444,Fold 3,0.011904761904761904
2154,3det_B,h(+)/cl(-) exchange transporter clca,escherichia coli,structure of the e148a  y445a doubly ungated mutant of e.coli clc_ec1  cl-/h+ antiporter,3det_B,441,Fold 3,0.023809523809523808
2155,6v4o_M,neuraminidase,influenza b virus,structure of human 2e01 fab in complex with influenza virus neuraminidase from b/phuket/3073/2013,6v4o_M,364,Fold 3,0.125
2156,7k37_AB,hemagglutinin | hemagglutinin,influenza a virus (strain a/hong kong/1/1968h3n2)  | influenza a virus (strain a/hong kong/1/1968h3n2) ,structure of full-length influenza ha with a head-binding antibody at ph 7.8,7k37_AB,490,Fold 3,0.022222222222222227
2157,4zpt_R,spike glycoprotein,human coronavirus emc (isolate unitedkingdom/h123990006/2012) ,structure of mers-coronavirus spike receptor-binding domain (england1 strain) in complex with vaccine-elicited murine neutralizing antibody d12 (crystal form 1),4zpt_R,208,Fold 3,0.03125
2158,4ma8_C,major prion protein,mus musculus,crystal structure of mouse prion protein complexed with chlorpromazine,4ma8_C,108,Fold 3,0.04166666666666666
2159,6e56_D,hemagglutinin,influenza a virus,human antibody h2214 in complex with influenza hemagglutinin a/aichi/2/1968 (x-31) (h3n2),6e56_D,273,Fold 3,0.002403846153846154
2160,5th9_A,matrix metalloproteinase-9 matrix metalloproteinase-9,homo sapiens,structure determination of a potent  selective antibody inhibitor of human mmp9 (gs-5745 bound to mmp-9),5th9_A,222,Fold 3,0.25
2161,6cnv_B,envelope glycoprotein,"influenza b virus, human immunodeficiency virus1 ",influenza b/brisbane hemagglutinin fab cr9115 sd84h complex,6cnv_B,150,Fold 3,1.0
2162,6nb3_A,spike glycoprotein,middle east respiratory syndrome-relatedcoronavirus ,mers-cov complex with human neutralizing lca60 antibody fab fragment (state 1),6nb3_A,1169,Fold 3,0.08333333333333333
2163,2vit_C,hemagglutinin,influenza a virus (a/x-31(h3n2)),influenza virus hemagglutinin  mutant with thr 155 replaced by ile  complexed with a neutralizing antibody,2vit_C,267,Fold 3,0.019230769230769232
2164,7k3b_CD,hemagglutinin | hemagglutinin,influenza a virus (strain a/hong kong/1/1968h3n2)  | influenza a virus (strain a/hong kong/1/1968h3n2) ,structure of full-length influenza ha with a head-binding antibody at ph 5.2  conformation c  central helices splay,7k3b_CD,384,Fold 3,0.06666666666666668
2165,3b9k_B,t-cell surface glycoprotein cd8 beta chain,mus musculus,crystal structure of cd8alpha-beta in complex with yts 156.7 fab,3b9k_B,117,Fold 3,0.5
2166,1yym_P,exterior membrane glycoprotein(gp120),human immunodeficiency virus 1,crystal structure of f23  a scorpion-toxin mimic of cd4  in complex with hiv-1 yu2 gp120 envelope glycoprotein and anti-hiv-1 antibody 17b,1yym_P,299,Fold 3,0.005208333333333333
2167,3jwd_A,hiv-1 gp120 envelope glycoprotein,human immunodeficiency virus 1,structure of hiv-1 gp120 with gp41-interactive region: layered architecture and basis of conformational mobility,3jwd_A,360,Fold 3,0.0026041666666666665
2168,7kdd_B,envelope glycoprotein b,human cytomegalovirus (strain towne),hcmv postfusion gb in complex with sm5-1 fab,7kdd_B,571,Fold 3,0.16666666666666666
2169,3l95_Y,neurogenic locus notch homolog protein 1,homo sapiens,crystal structure of the human notch1 negative regulatory region (nrr) bound to the fab fragment of an antagonist antibody,3l95_Y,215,Fold 3,0.5
2170,4xny_G,envelope glycoprotein gp160 envelope glycoprotein gp160 envelope glycoprotein gp160 ,human immunodeficiency virus 1,crystal structure of broadly and potently neutralizing antibody vrc08c in complex with hiv-1 clade a strain q842.d12 gp120,4xny_G,334,Fold 3,0.015625
2171,6oel_BC,interleukin-4 receptor subunit alpha | cytokine receptor common subunit gamma,homo sapiens | homo sapiens,engineered fab bound to il-4 receptor,6oel_BC,359,Fold 3,1.0
2172,2exy_A,h(+)/cl(-) exchange transporter clca,escherichia coli,crystal structure of the e148q mutant of ecclc  fab complexed in absence of bound ions,2exy_A,444,Fold 3,0.005952380952380952
2173,2j88_A,hyalurononglucosaminidase,apis mellifera,hyaluronidase in complex with a monoclonal igg fab fragment,2j88_A,319,Fold 3,1.0
2174,5w08_A,hemagglutinin ha1,influenza a virus (a/texas/50/2012(h3n2)),a/texas/50/2012(h3n2) influenza hemagglutinin in complex with k03.12 fab,5w08_A,272,Fold 3,0.011904761904761904
2175,2ltq_D,disulfide bond formation protein b,escherichia coli,high resolution structure of dsbb c41s by joint calculation with solid-state nmr and x-ray data,2ltq_D,148,Fold 3,0.045454545454545456
2176,4gms_C,hemagglutinin ha1 chain,influenza a virus,crystal structure of heterosubtypic fab s139/1 in complex with influenza a h3 hemagglutinin,4gms_C,316,Fold 3,0.0625
2177,4fqr_O,broadly neutralizing antibody c05  heavy chain,influenza a virus,crystal structure of broadly neutralizing antibody c05 bound to h3 influenza hemagglutinin,4fqr_O,318,Fold 3,0.0008741258741258742
2178,6d0u_J,hemagglutinin,influenza a virus,crystal structure of c05 v110p/a117e mutant bound to h3 influenza hemagglutinin  ha1 subunit,6d0u_J,267,Fold 3,0.0008741258741258742
2179,2exw_A,h(+)/cl(-) exchange transporter clca,escherichia coli,crystal structure of a ecclc-fab complex in the absence of bound ions,2exw_A,444,Fold 3,0.0021645021645021645
2180,7k3a_EF,hemagglutinin | hemagglutinin,influenza a virus (strain a/hong kong/1/1968h3n2)  | influenza a virus (strain a/hong kong/1/1968h3n2) ,structure of full-length influenza ha with a head-binding antibody at ph 5.2  conformation b  fusion peptide release,7k3a_EF,483,Fold 3,0.022222222222222227
2181,3u7y_G,envelope glycoprotein gp160,human immunodeficiency virus 1,structure of nih45-46 fab in complex with gp120 of 93th057 hiv,3u7y_G,340,Fold 3,0.00048828125
2182,6nb3_C,spike glycoprotein,middle east respiratory syndrome-relatedcoronavirus ,mers-cov complex with human neutralizing lca60 antibody fab fragment (state 1),6nb3_C,1169,Fold 3,0.08333333333333333
2183,4ye4_G,ht593.1 gp120,human immunodeficiency virus,crystal structure of neutralizing antibody hj16 in complex with hiv-1 gp120,4ye4_G,334,Fold 3,0.0625
2184,3ngb_D,envelope glycoprotein gp160,human immunodeficiency virus 1,crystal structure of broadly and potently neutralizing antibody vrc01 in complex with hiv-1 gp120,3ngb_D,350,Fold 3,0.0009765625
2185,5w08_F,hemagglutinin ha1,influenza a virus (a/texas/50/2012(h3n2)),a/texas/50/2012(h3n2) influenza hemagglutinin in complex with k03.12 fab,5w08_F,274,Fold 3,0.011904761904761904
2186,4ag4_A,epithelial discoidin domain-containing receptor 1,homo sapiens,crystal structure of a ddr1-fab complex,4ag4_A,341,Fold 3,1.0
2187,4kk8_A,h(+)/cl(-) exchange transporter clca,escherichia coli,structure of the e148q mutant of clc-ec1 deltanc construct in 100mm fluoride,4kk8_A,442,Fold 3,0.005952380952380952
2188,5tih_A,cysteine-rich protective antigen,plasmodium falciparum,structural basis for inhibition of erythrocyte invasion by antibodies to plasmodium falciparum protein cyrpa,5tih_A,326,Fold 3,0.5
2189,4gms_A,hemagglutinin ha1 chain,influenza a virus,crystal structure of heterosubtypic fab s139/1 in complex with influenza a h3 hemagglutinin,4gms_A,316,Fold 3,0.0625
2190,5w08_D,hemagglutinin ha1,influenza a virus (a/texas/50/2012(h3n2)),a/texas/50/2012(h3n2) influenza hemagglutinin in complex with k03.12 fab,5w08_D,273,Fold 3,0.011904761904761904
2191,5a7x_I,hiv-1 yu2 gp120,human immunodeficiency virus 1,negative stain em of bg505 sosip.664 in complex with scd4  17b  and 8anc195,5a7x_I,306,Fold 3,0.003125
2192,6y90_A,b-lymphocyte antigen cd20,homo sapiens,structure of full-length cd20 in complex with rituximab fab,6y90_A,172,Fold 3,0.16666666666666666
2193,6aq7_A,major prion protein,mus musculus,structure of pom6 fab fragment complexed with mouse prpc,6aq7_A,100,Fold 3,0.04166666666666666
2194,6ddm_C,mhc class i polypeptide-related sequence a,homo sapiens,crystal structure analysis of the epitope of an anti-mica antibody,6ddm_C,88,Fold 3,0.5
2195,6xzw_D,lipoprot_c domain-containing protein,neisseria meningitidis serogroup b (strainmc58) ,crystal structure of the meningococcal vaccine antigen fhbp in complex with a cross-reactive human fab.,6xzw_D,239,Fold 3,0.2
2196,5t85_G,10e8 epitope scaffold t117v2,synthetic construct,crystal structure of 10e8 fab in complex with the mper epitope scaffold t117v2 and phosphatidylglycerol (06:0 pg),5t85_G,154,Fold 3,0.03333333333333333
2197,1ob1_F,major merozoite surface protein,plasmodium falciparum,crystal structure of a fab complex whith plasmodium falciparum msp1-19,1ob1_F,97,Fold 3,0.25
2198,6bf9_B,insulin-degrading enzyme,homo sapiens,cryo-em structure of human insulin degrading enzyme in complex with fab h11-e heavy chain  fab h11-e light chain,6bf9_B,940,Fold 3,0.006172839506172839
2199,2ltq_A,disulfide bond formation protein b,escherichia coli,high resolution structure of dsbb c41s by joint calculation with solid-state nmr and x-ray data,2ltq_A,148,Fold 3,0.045454545454545456
2200,3ejy_B,h(+)/cl(-) exchange transporter clca,escherichia coli,structure of e203h mutant of e.coli cl-/h+ antiporter  clc-ec1,3ejy_B,440,Fold 3,0.023809523809523808
2201,5f9w_G,clade a/e 93th057 hiv-1 gp120 core,human immunodeficiency virus 1,crystal structure of broadly neutralizing vh1-46 germline-derived cd4- binding site-directed antibody ch235 in complex with hiv-1 clade a/e 93th057 gp120,5f9w_G,343,Fold 3,0.0009765625
2202,6c6y_R,spike glycoprotein,betacoronavirus england 1,crystal structure of middle-east respiratory syndrome (mers) coronavirus neutralizing antibody jc57-14 isolated from a vaccinated rhesus macaque in complex with mers receptor binding domain,6c6y_R,208,Fold 3,0.03125
2203,5umn_B,hemagglutinin,influenza a virus,crystal structure of c05 vpgsgw mutant bound to h3 influenza hemagglutinin  ha1 subunit,5umn_B,243,Fold 3,0.019230769230769232
2204,6oao_I,duffy binding surface protein region ii,plasmodium vivax,structure of dbp in complex with human neutralizing antibody 092096,6oao_I,287,Fold 3,0.125
2205,4r2g_K,surface protein gp160,human immunodeficiency virus type 1 (jrcsfisolate) ,crystal structure of pgt124 fab bound to hiv-1 jrcsf gp120 core and to cd4,4r2g_K,303,Fold 3,0.010416666666666666
2206,4kkb_B,h(+)/cl(-) exchange transporter clca,escherichia coli,structure of the e148a mutant of clc-ec1 deltanc construct in 20mm fluoride and 20mm bromide,4kkb_B,441,Fold 3,0.002645502645502645
2207,4xnz_A,envelope glycoprotein gp160 envelope glycoprotein gp160,human immunodeficiency virus 1,crystal structure of broadly and potently neutralizing antibody vrc06b in complex with hiv-1 clade a/e strain 93th057 gp120,4xnz_A,341,Fold 3,0.0009765625
2208,4rwy_A,hiv-1 yu2 gp120,human immunodeficiency virus 1,crystal structure of vh1-46 germline-derived cd4-binding site-directed antibody 8anc131 in complex with hiv-1 clade b yu2 gp120,4rwy_A,337,Fold 3,0.010416666666666666
2209,7k37_EF,hemagglutinin | hemagglutinin,influenza a virus (strain a/hong kong/1/1968h3n2)  | influenza a virus (strain a/hong kong/1/1968h3n2) ,structure of full-length influenza ha with a head-binding antibody at ph 7.8,7k37_EF,490,Fold 3,0.022222222222222227
2210,6sv2_A,major prion protein,homo sapiens,human prion protein (prp) fragment 119-231 (g127v m129 variant) complexed to icsm 18 (anti-prp therapeutic antibody) fab fragment,6sv2_A,101,Fold 3,0.08333333333333333
2211,4qci_D,platelet-derived growth factor subunit b,homo sapiens,pdgf-b blocking antibody bound to pdgf-bb,4qci_D,96,Fold 3,0.5
2212,6pdx_A,hemagglutinin,influenza a virus,crystal structure of c585 fab in complex with influenza virus hemagglutinin from a/switzerland/9715293/2013 (h3n2),6pdx_A,494,Fold 3,0.07142857142857142
2213,4np4_A,toxin b,clostridium difficile,clostridium difficile toxin b crop domain in complex with fab domains of neutralizing antibody bezlotoxumab,4np4_A,271,Fold 3,1.0
2214,2zck_P,prostate-specific antigen,homo sapiens,crystal structure of a ternary complex between psa  a substrat-acyl intermediate and an activating antibody,2zck_P,237,Fold 3,0.2
2215,6cmi_B,glycoprotein g,hendra virus,crystal structure of the hendra virus attachment g glycoprotein bound to a potent cross-reactive neutralizing human monoclonal antibody m102.3,6cmi_B,428,Fold 3,0.0625
2216,6ad0_ABC,vp1 | vp3 | vp2,coxsackievirus a10 | coxsackievirus a10 | coxsackievirus a10,the structure of cva10 mature virion in complex with fab 2g8,6ad0_ABC,768,Fold 3,1.0
2217,2ht4_A,h(+)/cl(-) exchange transporter clca,escherichia coli,structure of the escherichia coli clc chloride channel y445w mutant and fab complex,2ht4_A,444,Fold 3,0.023809523809523808
2218,4oii_A,non-structural protein ns1,west nile virus,west nile virus ns1 in complex with neutralizing 22ns1 antibody fab,4oii_A,177,Fold 3,0.5
2219,4fg6_A,h(+)/cl(-) exchange transporter clca,shigella sonnei,structure of ecclc e148a mutant in glutamate,4fg6_A,444,Fold 3,0.002645502645502645
2220,6e56_A,hemagglutinin,influenza a virus,human antibody h2214 in complex with influenza hemagglutinin a/aichi/2/1968 (x-31) (h3n2),6e56_A,272,Fold 3,0.002403846153846154
2221,6bck_G,clade a/e 93th057 hiv-1 gp120 core,human immunodeficiency virus 1,crystal structure of broadly neutralizing antibody n49p7 in complex with hiv-1 clade ae strain 93th057 gp120 core.,6bck_G,337,Fold 3,0.00048828125
2222,5i9q_G,426c.tm4dv1-3 p120,human immunodeficiency virus 1,crystal structure of 3bnc55 fab in complex with 426c.tm4deltav1-3 gp120,5i9q_G,339,Fold 3,0.008928571428571428
2223,6u0n_C,envelope glycoprotein gp120,human immunodeficiency virus 1,asymmetrically open conformational state (class ii) of hiv-1 env trimer bg505 sosip.664 in complex with scd4 and e51 fab,6u0n_C,363,Fold 3,0.004807692307692308
2224,4m8q_C,4e10 epitope scaffold t117,synthetic construct,ontogeny of recognition specificity and functionality for the anti-hiv neutralizing antibody 4e10,4m8q_C,148,Fold 3,0.016666666666666666
2225,6suz_A,major prion protein,homo sapiens,human prion protein (prp) fragment 119-231 (g127v v129 variant) complexed to icsm 18 (anti-prp therapeutic antibody) fab fragment,6suz_A,99,Fold 3,0.08333333333333333
2226,5zuf_AC,vp3 | capsid protein vp1,enterovirus a71 | enterovirus a71,fit r10 fab coordinates into the cryo-em of ev71 in complex with a9,5zuf_AC,457,Fold 3,1.0
2227,5w3m_ABC,viral protein 3 | viral protein 1 | viral protein 2,human rhinovirus 14 | human rhinovirus 14 | human rhinovirus 14,cryoem structure of rhinovirus b14 in complex with c5 fab (33 degrees celsius  molar ratio 1:1  full particle),5w3m_ABC,764,Fold 3,0.16666666666666666
2228,4kjp_B,h(+)/cl(-) exchange transporter clca,escherichia coli,structure of the clc-ec1 deltanc construct in the absence of halide,4kjp_B,441,Fold 3,0.0021645021645021645
2229,3ztj_CD,hemagglutinin ha2 chain | hemagglutinin ha1 chain,influenza a virus | influenza a virus,structure of influenza a neutralizing antibody selected from cultures of single human plasma cells in complex with human h3 influenza haemagglutinin.,3ztj_CD,488,Fold 3,0.05
2230,6iec_B,nsmgngc,rift valley fever virus,structure of rvfv gn and human monoclonal antibody r17,6iec_B,301,Fold 3,0.05
2231,4lst_G,envelope glycoprotein gp120 of hiv-1 clade c,human immunodeficiency virus 1,crystal structure of broadly and potently neutralizing antibody vrc01 in complex with hiv-1 clade c strain zm176.66 gp120,4lst_G,339,Fold 3,0.03125
2232,6ywd_C,de novo designed protein 4h_01,synthetic construct,de novo designed protein 4h_01 in complex with mota antibody,6ywd_C,75,Fold 3,1.0
2233,6s3t_T,46 kda surface antigen,mycoplasma hyopneumoniae j,p46  an immunodominant surface protein from mycoplasma hyopneumoniae,6s3t_T,374,Fold 3,0.5
2234,3hi1_J,glycoprotein 120,human immunodeficiency virus type 1,structure of hiv-1 gp120 (core with v3) in complex with cd4-binding- site antibody f105,3hi1_J,289,Fold 3,0.005208333333333333
2235,5wob_E,insulin,homo sapiens,crystal structure analysis of fab1-bound human insulin degrading enzyme (ide) in complex with insulin,5wob_E,943,Fold 3,0.018518518518518517
2236,6mi2_F,tumor necrosis factor receptor superfamily member 9,homo sapiens,structure of the human 4-1bb / utomilumab fab complex,6mi2_F,133,Fold 3,0.04166666666666666
2237,1h0d_C,angiogenin,homo sapiens,crystal structure of human angiogenin in complex with fab fragment of its monoclonal antibody mab 26-2f,1h0d_C,122,Fold 3,1.0
2238,3se9_G,hiv-1 clade ae strain 93th057 gp120,human immunodeficiency virus 1,crystal structure of broadly and potently neutralizing antibody vrc- pg04 in complex with hiv-1 gp120,3se9_G,344,Fold 3,0.0003255208333333333
2239,5w9i_E,spike glycoprotein,middle east respiratory syndrome-relatedcoronavirus ,mers s ectodomain trimer in complex with variable domain of neutralizing antibody g4,5w9i_E,463,Fold 3,0.010416666666666666
2240,4yx2_A,major prion protein,bos taurus,crystal structure of bovine prion protein complexed with pom1 fab,4yx2_A,101,Fold 3,0.04166666666666666
2241,6n5e_A,hemagglutinin,influenza a virus,broadly protective antibodies directed to a subdominant influenza hemagglutinin epitope,6n5e_A,282,Fold 3,0.002403846153846154
2242,3b9k_F,t-cell surface glycoprotein cd8 beta chain,mus musculus,crystal structure of cd8alpha-beta in complex with yts 156.7 fab,3b9k_F,117,Fold 3,0.5
2243,5uqy_EJ,envelope glycoprotein gp1,lake victoria marburgvirus (strain ravn-87),crystal structure of marburg virus gp in complex with the human survivor antibody mr78,5uqy_EJ,241,Fold 3,0.5
2244,3grw_A,fibroblast growth factor receptor 3,homo sapiens,fgfr3 in complex with a fab,3grw_A,206,Fold 3,0.3333333333333333
2245,6vja_D,b-lymphocyte antigen cd20,homo sapiens,structure of cd20 in complex with rituximab fab,6vja_D,165,Fold 3,0.16666666666666666
